# Created At: Mon Aug 05 2024 18:30:13 GMT+0200 (centraleuropeisk sommartid)
# We regularly expand our single cell data corpus to improve results. Downloaded data and figures may differ in the future.
# Link Generated: https://cellxgene.cziscience.com/gene-expression?tissues=UBERON%3A0002369&genes=AIF1%2CCST3%2CHLA-DRA%2CHLA-DPA1%2CLYZ%2CHLA-DQB1%2CLST1%2CSAT1%2CHLA-DPB1%2CPSAP%2CCD74%2CTYROBP%2CHLA-DRB1%2CCPVL%2CHLA-DQA1%2CCTSS%2CMS4A6A%2CCALHM6%2CFGL2%2CCSTA%2CGPR183%2CSPI1%2CJAML%2CHLA-DMB%2CRNASE6%2CC1QB%2CNPC2%2CC1QA%2CCD163%2CC1QC%2CMS4A7%2CCTSB%2CGRN%2CC5AR1%2CVSIG4%2CCD14%2CMS4A4A%2CFCER1G%2CPLAUR%2CMAFB%2CLAPTM5%2CLIPA%2CFCGR3A%2CAPOC1%2CCSF1R%2CMPO%2CRETN%2CMS4A3%2CS100A9%2CPRTN3%2CS100A8%2CAZU1%2CPLAC8%2CDEFA4%2CS100P%2CMNDA%2CNUCB2%2CCTSG%2CSRGN%2CDEFA3%2CTREM2%2CCD3E%2CCD3D%2CZFP36L2%2CBTG1%2CCXCR4%2CHLA-B%2CGZMA%2CCD2%2CPTPRC%2CCCL5%2CCST7%2CHLA-C%2CDUSP2%2CCD7%2CIL2RG%2CCYTIP%2CNKG7%2CGZMH%2CHLA-A%2CTNFAIP3%2CLCK%2CCD8A%2CIL32%2CCD3G%2CTRBC2%2CFLT1%2CLDB2%2CEMCN%2CPLVAP%2CCALCRL%2CPTPRB%2CEPAS1%2CKDR%2CST6GALNAC3%2CTGFBR2%2CHSPG2%2CRAMP2%2CEFNB2%2CPRCP%2CCDH5%2CCHRM3%2CA2M%2CEGFL7%2CKIAA1217%2CBTNL9%2CARHGAP29%2CENG%2CPTPRG%2CRASAL2%2CSEC14L1%2CCOL3A1%2CCOL1A2%2CCOL1A1%2CDCN%2CLUM%2CGPC3%2CPOSTN%2CFSTL1%2CMEST%2CSPARC%2CISLR%2COGN%2CCXCL12%2CCOL5A2%2CCOL5A1%2CPCOLCE%2CPLAC9%2CMGP%2CFBN1%2COLFML3%2CSERPINH1%2CCOL12A1%2CCRABP2%2CSULT1E1%2CPRSS35%2CNRXN1%2CNKAIN3%2CNRXN3%2CDST%2CPTPRZ1%2COLFML2A%2CSLC35F1%2CGAS7%2CPLP1%2CLRRTM4%2CQKI%2CPCDH9%2CCDH19%2CSOX5%2CNLGN4X%2CMPZ%2CIL1RAPL1%2CSORCS1%2CNLGN1%2CZNF536%2CTIMP3%2CPARD3B%2CVCAN%2CNAALADL2%2CRBFOX1%2CRGS5_ENSG00000143248%2CSTMN2%2CCACNA2D3%2CCNTN1%2CKCNQ5%2CCNTNAP2%2CDPP6%2CMAP1B%2CCADM2%2CSYT1%2CDLC1%2CCADM1%2CALCAM%2CRBMS3%2CLINGO2%2CUNC5C%2CCHGB%2CBMPR1B%2CTENM3%2CEML5%2CSEMA6D%2CPLXNA4%2CSORBS2%2CCTNNA2%2CFAM155A%2CCHGA%2CCCSER1%2CFGF14%2CAGBL4%2CROBO1%2CMEG3%2CROBO2%2CLSAMP%2CSLC24A2%2CDGKB%2CRALYL%2CMGAT4C%2CCACNB2%2CMAGI2&ver=2
# Dataset Filter Values: No selection
# Disease Filter Values: No selection
# Self-Reported Ethnicity Filter Values: No selection
# Publication Filter Values: No selection
# Sex Filter Values: No selection
# Organism Filter Value: Homo sapiens
Tissue,Cell Type,Cell Count,Tissue Composition,Gene Symbol,Expression,"Expression, Scaled",Number of Cells Expressing Genes
adrenal gland,sympathetic neuron,790,0.00%,PRSS35,2.561691999435425,0.24393104969995805,2
adrenal gland,sympathetic neuron,790,0.30%,NRXN1,2.936262981988365,0.3236734209411003,419
adrenal gland,sympathetic neuron,790,0.08%,NKAIN3,2.618562369511045,0.2560381759174843,116
adrenal gland,sympathetic neuron,790,0.21%,NRXN3,2.6630389873798075,0.26550679772440705,299
adrenal gland,sympathetic neuron,790,0.19%,DST,2.6641627720424106,0.26574604010551633,266
adrenal gland,sympathetic neuron,790,0.00%,PTPRZ1,2.3106815814971924,0.19049347213801807,4
adrenal gland,sympathetic neuron,790,0.00%,OLFML2A,2.6852242946624756,0.27022982511263594,2
adrenal gland,sympathetic neuron,790,0.01%,SLC35F1,2.7532981872558593,0.28472206788599075,10
adrenal gland,sympathetic neuron,790,0.08%,GAS7,2.460802895682199,0.22245278058566859,112
adrenal gland,sympathetic neuron,790,0.00%,PLP1,2.3640712102254233,0.20185958375044555,6
adrenal gland,sympathetic neuron,790,0.15%,LRRTM4,2.8784463168320498,0.31136483807812293,211
adrenal gland,sympathetic neuron,790,0.05%,QKI,2.3816006978352866,0.20559143425078472,72
adrenal gland,sympathetic neuron,790,0.38%,PCDH9,3.2323965873646423,0.3867172684274855,531
adrenal gland,sympathetic neuron,790,0.00%,CDH19,2.3710601329803467,0.20334745467173349,1
adrenal gland,sympathetic neuron,790,0.09%,SOX5,2.563320068359375,0.2442776490965663,125
adrenal gland,sympathetic neuron,790,0.08%,NLGN4X,2.567674241624437,0.24520460851713957,111
adrenal gland,sympathetic neuron,790,0.00%,MPZ,2.283904552459717,0.18479291365992123,4
adrenal gland,sympathetic neuron,790,0.01%,IL1RAPL1,2.44784058464898,0.21969323575518246,9
adrenal gland,sympathetic neuron,790,0.17%,SORCS1,2.836137936439043,0.30235781208556956,243
adrenal gland,sympathetic neuron,790,0.33%,NLGN1,3.036011009885554,0.3449087665541985,456
adrenal gland,sympathetic neuron,790,0.02%,ZNF536,2.4356289672851563,0.21709350600931732,25
adrenal gland,sympathetic neuron,790,0.11%,TIMP3,2.563633510044643,0.2443443776590906,147
adrenal gland,sympathetic neuron,790,0.16%,PARD3B,2.602737846724484,0.2526692951724802,218
adrenal gland,sympathetic neuron,790,0.02%,VCAN,2.530796686808268,0.2373537503257929,24
adrenal gland,sympathetic neuron,790,0.08%,NAALADL2,2.581506663355334,0.24814939110897666,116
adrenal gland,sympathetic neuron,790,0.23%,RBFOX1,3.122172619047619,0.3632517011235214,315
adrenal gland,sympathetic neuron,790,0.45%,RGS5_ENSG00000143248,3.2717583550347222,0.3950969903932987,630
adrenal gland,sympathetic neuron,790,0.24%,STMN2,2.6907443246580547,0.2714049836317759,329
adrenal gland,sympathetic neuron,790,0.45%,CACNA2D3,3.3086934310207337,0.40296009425954665,627
adrenal gland,sympathetic neuron,790,0.46%,CNTN1,3.2487370712952046,0.3901959920781267,636
adrenal gland,sympathetic neuron,790,0.27%,KCNQ5,2.902200213254593,0.31642180221891136,381
adrenal gland,sympathetic neuron,790,0.41%,CNTNAP2,3.2489929728119584,0.3902504709211248,577
adrenal gland,sympathetic neuron,790,0.54%,DPP6,3.7868905911909123,0.504763429939349,751
adrenal gland,sympathetic neuron,790,0.17%,MAP1B,2.660863942113416,0.2650437526003114,232
adrenal gland,sympathetic neuron,790,0.49%,CADM2,3.4975094092153283,0.44315710505529016,685
adrenal gland,sympathetic neuron,790,0.44%,SYT1,3.188110153074187,0.37728913477958126,615
adrenal gland,sympathetic neuron,790,0.48%,DLC1,3.4441291061989987,0.43179297879254314,674
adrenal gland,sympathetic neuron,790,0.43%,CADM1,3.0854236930860033,0.35542822671348695,593
adrenal gland,sympathetic neuron,790,0.31%,ALCAM,2.8416470231681035,0.3035306408940219,435
adrenal gland,sympathetic neuron,790,0.37%,RBMS3,2.9687097003958733,0.3305809989044911,521
adrenal gland,sympathetic neuron,790,0.21%,LINGO2,2.8084354335537545,0.29646022959177537,293
adrenal gland,sympathetic neuron,790,0.52%,UNC5C,3.681080838127615,0.48223760438767393,717
adrenal gland,sympathetic neuron,790,0.52%,CHGB,3.807996142041552,0.5092565881111587,728
adrenal gland,sympathetic neuron,790,0.35%,BMPR1B,3.0314983414252277,0.34394806511064585,494
adrenal gland,sympathetic neuron,790,0.28%,TENM3,2.8273029968104004,0.30047694285496723,387
adrenal gland,sympathetic neuron,790,0.30%,EML5,2.8675353856121366,0.30904201124835934,413
adrenal gland,sympathetic neuron,790,0.07%,SEMA6D,2.462408793341253,0.22279465994437062,97
adrenal gland,sympathetic neuron,790,0.03%,PLXNA4,2.5729847443409457,0.24633516079914147,39
adrenal gland,sympathetic neuron,790,0.37%,SORBS2,3.0235352990222952,0.3422528139751315,513
adrenal gland,sympathetic neuron,790,0.36%,CTNNA2,2.9935965893014336,0.33587916567816467,497
adrenal gland,sympathetic neuron,790,0.55%,FAM155A,4.185692783420707,0.5896643804823479,763
adrenal gland,sympathetic neuron,790,0.55%,CHGA,4.438983402277195,0.6435873897424099,763
adrenal gland,sympathetic neuron,790,0.54%,CCSER1,4.149483262624172,0.5819557399727668,755
adrenal gland,sympathetic neuron,790,0.52%,FGF14,3.8355800083705356,0.515128914082808,728
adrenal gland,sympathetic neuron,790,0.48%,AGBL4,3.5682191394624256,0.4582104909884307,672
adrenal gland,sympathetic neuron,790,0.51%,ROBO1,4.107770352168547,0.5730754835032715,709
adrenal gland,sympathetic neuron,790,0.54%,MEG3,3.9182125646695596,0.5327205490142994,749
adrenal gland,sympathetic neuron,790,0.42%,ROBO2,3.244140625,0.38921745518142414,589
adrenal gland,sympathetic neuron,790,0.45%,LSAMP,3.369129704972045,0.4158263653225372,626
adrenal gland,sympathetic neuron,790,0.39%,SLC24A2,3.1016449312442345,0.3588815641460571,542
adrenal gland,sympathetic neuron,790,0.39%,DGKB,3.1318377326516544,0.3653093059914903,544
adrenal gland,sympathetic neuron,790,0.38%,RALYL,3.2484009720896947,0.39012443995885426,524
adrenal gland,sympathetic neuron,790,0.37%,MGAT4C,3.2663638591766357,0.3939485568215296,512
adrenal gland,sympathetic neuron,790,0.36%,CACNB2,3.031303526863219,0.3439065910620664,504
adrenal gland,sympathetic neuron,790,0.45%,MAGI2,3.399383690938995,0.42226713274146,627
adrenal gland,endothelial cell,4262,0.05%,AIF1,2.4380438817690497,0.21760761686215951,73
adrenal gland,endothelial cell,4262,0.48%,CST3,2.4236276975181092,0.2145385571379276,673
adrenal gland,endothelial cell,4262,0.44%,HLA-DRA,2.7893861145118133,0.29240482236140153,619
adrenal gland,endothelial cell,4262,0.33%,HLA-DPA1,2.4804458954260737,0.2266345764289821,454
adrenal gland,endothelial cell,4262,0.03%,LYZ,2.477459574854651,0.22599881900317084,43
adrenal gland,endothelial cell,4262,0.19%,HLA-DQB1,2.1977861255518123,0.16645917215547168,269
adrenal gland,endothelial cell,4262,0.02%,LST1,2.4746928215026855,0.22540980521619408,32
adrenal gland,endothelial cell,4262,0.77%,SAT1,2.670112191133721,0.2670126112173919,1075
adrenal gland,endothelial cell,4262,0.28%,HLA-DPB1,2.316140762882529,0.1916556766038718,386
adrenal gland,endothelial cell,4262,0.90%,PSAP,2.4703916954179905,0.22449413900344298,1259
adrenal gland,endothelial cell,4262,0.99%,CD74,3.1012380406476447,0.3587949412560867,1380
adrenal gland,endothelial cell,4262,0.06%,TYROBP,2.7096458257630816,0.2754289219194111,86
adrenal gland,endothelial cell,4262,0.52%,HLA-DRB1,2.888444502275069,0.3134933505696701,728
adrenal gland,endothelial cell,4262,0.03%,CPVL,2.2903400177651263,0.1861629590916197,47
adrenal gland,endothelial cell,4262,0.12%,HLA-DQA1,2.1058930722539295,0.1468960711362245,167
adrenal gland,endothelial cell,4262,0.05%,CTSS,2.362330118815104,0.2014889230103632,63
adrenal gland,endothelial cell,4262,0.05%,MS4A6A,2.414677634168027,0.21263317923217082,67
adrenal gland,endothelial cell,4262,0.03%,CALHM6,2.2674363454182944,0.18128699905163337,48
adrenal gland,endothelial cell,4262,0.11%,FGL2,2.3214832305908204,0.19279303390911415,160
adrenal gland,endothelial cell,4262,0.01%,CSTA,2.4186785771296573,0.21348493949610384,13
adrenal gland,endothelial cell,4262,0.03%,GPR183,2.5922754799447407,0.25044196317221407,41
adrenal gland,endothelial cell,4262,0.01%,SPI1,2.2577341865090763,0.1792215076131179,17
adrenal gland,endothelial cell,4262,0.01%,JAML,2.0772221883138022,0.14079233011661094,9
adrenal gland,endothelial cell,4262,0.05%,HLA-DMB,2.1609155755294,0.1586098052138219,76
adrenal gland,endothelial cell,4262,0.01%,RNASE6,2.2634260995047435,0.18043325828338938,14
adrenal gland,endothelial cell,4262,0.05%,C1QB,2.5963435817409204,0.25130802087232396,74
adrenal gland,endothelial cell,4262,0.51%,NPC2,2.3925948493224753,0.20793197783319864,708
adrenal gland,endothelial cell,4262,0.05%,C1QA,2.526947021484375,0.23653419553988886,73
adrenal gland,endothelial cell,4262,0.02%,CD163,2.4753861860795454,0.22555741551722858,33
adrenal gland,endothelial cell,4262,0.03%,C1QC,2.562808296897195,0.24416869813178613,44
adrenal gland,endothelial cell,4262,0.02%,MS4A7,2.4742331669248383,0.22531194940862576,29
adrenal gland,endothelial cell,4262,0.55%,CTSB,2.408772153149319,0.21137596209126536,771
adrenal gland,endothelial cell,4262,0.47%,GRN,2.3097945768529184,0.19030463782641652,651
adrenal gland,endothelial cell,4262,0.02%,C5AR1,2.5167936127761315,0.23437263758615343,29
adrenal gland,endothelial cell,4262,0.03%,VSIG4,2.495147705078125,0.22976444291036333,38
adrenal gland,endothelial cell,4262,0.09%,CD14,2.231837890625,0.1737084483096877,125
adrenal gland,endothelial cell,4262,0.01%,MS4A4A,2.387135696411133,0.2067697794291701,20
adrenal gland,endothelial cell,4262,0.08%,FCER1G,2.3937460409628377,0.2081770548824933,111
adrenal gland,endothelial cell,4262,0.08%,PLAUR,2.357113924893466,0.2003784481163122,110
adrenal gland,endothelial cell,4262,0.18%,MAFB,2.3767152816530257,0.2045513785897238,252
adrenal gland,endothelial cell,4262,0.25%,LAPTM5,2.3681552193381568,0.2027290279572556,352
adrenal gland,endothelial cell,4262,0.27%,LIPA,2.322353141017692,0.19297822903483727,378
adrenal gland,endothelial cell,4262,0.02%,FCGR3A,2.5905606587727865,0.25007689510000475,30
adrenal gland,endothelial cell,4262,0.27%,APOC1,2.571949045281661,0.24611467095148515,380
adrenal gland,endothelial cell,4262,0.01%,CSF1R,2.4641647338867188,0.22316848191504104,18
adrenal gland,endothelial cell,4262,0.00%,MPO,2.6931686401367188,0.27192109586125957,2
adrenal gland,endothelial cell,4262,0.00%,RETN,2.469729423522949,0.224353148019686,5
adrenal gland,endothelial cell,4262,,MS4A3,,,
adrenal gland,endothelial cell,4262,0.04%,S100A9,2.6089689965341605,0.25399584390296587,51
adrenal gland,endothelial cell,4262,0.00%,PRTN3,2.448073387145996,0.2197427970506581,2
adrenal gland,endothelial cell,4262,0.04%,S100A8,2.7238247111692266,0.2784474631212316,59
adrenal gland,endothelial cell,4262,,AZU1,,,
adrenal gland,endothelial cell,4262,0.05%,PLAC8,2.4326676432291667,0.21646307008865795,75
adrenal gland,endothelial cell,4262,0.00%,DEFA4,2.88594388961792,0.3129609954430727,1
adrenal gland,endothelial cell,4262,0.01%,S100P,2.256376613270153,0.17893249401022895,11
adrenal gland,endothelial cell,4262,0.01%,MNDA,2.0773110389709473,0.14081124552228064,8
adrenal gland,endothelial cell,4262,0.47%,NUCB2,2.298818152538767,0.18796786817972974,661
adrenal gland,endothelial cell,4262,0.00%,CTSG,1.9011294841766357,0.10330397559844452,2
adrenal gland,endothelial cell,4262,0.32%,SRGN,2.4851264350839446,0.22763101595150723,443
adrenal gland,endothelial cell,4262,0.01%,DEFA3,2.615299769810268,0.2553436014611892,14
adrenal gland,endothelial cell,4262,0.01%,TREM2,2.698580741882324,0.2730732775482964,10
adrenal gland,endothelial cell,4262,0.01%,CD3E,2.184980979332557,0.16373308612325047,13
adrenal gland,endothelial cell,4262,0.01%,CD3D,2.510067939758301,0.23294080986960417,12
adrenal gland,endothelial cell,4262,0.60%,ZFP36L2,2.4459212453741777,0.21928462784875616,836
adrenal gland,endothelial cell,4262,0.85%,BTG1,2.452006452081572,0.22058010676982168,1183
adrenal gland,endothelial cell,4262,0.12%,CXCR4,2.403215553328308,0.21019301822640551,171
adrenal gland,endothelial cell,4262,0.82%,HLA-B,3.0348686733128836,0.3446655746591954,1141
adrenal gland,endothelial cell,4262,0.02%,GZMA,2.488514854794457,0.22835237621448032,21
adrenal gland,endothelial cell,4262,0.01%,CD2,2.430149895804269,0.2159270671434238,7
adrenal gland,endothelial cell,4262,0.02%,PTPRC,2.2009560157512795,0.1671340096972288,29
adrenal gland,endothelial cell,4262,0.06%,CCL5,2.3059335188432173,0.18948265765300662,88
adrenal gland,endothelial cell,4262,0.02%,CST7,2.369592030843099,0.2030349105850282,30
adrenal gland,endothelial cell,4262,0.74%,HLA-C,2.8069310437318666,0.29613996022426925,1034
adrenal gland,endothelial cell,4262,0.03%,DUSP2,2.2930911671031606,0.18674865094195503,44
adrenal gland,endothelial cell,4262,0.01%,CD7,2.341017150878906,0.1969516078402575,10
adrenal gland,endothelial cell,4262,0.01%,IL2RG,2.1204357147216797,0.14999205253496148,9
adrenal gland,endothelial cell,4262,0.01%,CYTIP,2.1903805202907987,0.1648825937457823,18
adrenal gland,endothelial cell,4262,0.02%,NKG7,2.334246826171875,0.1955102742309867,30
adrenal gland,endothelial cell,4262,0.00%,GZMH,2.3870332717895506,0.2067479742638506,5
adrenal gland,endothelial cell,4262,0.76%,HLA-A,2.784704486491651,0.2914081511375596,1063
adrenal gland,endothelial cell,4262,0.50%,TNFAIP3,2.5803773885438925,0.24790897993074423,702
adrenal gland,endothelial cell,4262,0.02%,LCK,2.1409591674804687,0.15436128791429332,30
adrenal gland,endothelial cell,4262,0.01%,CD8A,2.099459784371512,0.14552648925584388,7
adrenal gland,endothelial cell,4262,0.32%,IL32,2.413856835051729,0.21245843940742482,441
adrenal gland,endothelial cell,4262,0.00%,CD3G,2.6373793284098306,0.26004411602504235,3
adrenal gland,endothelial cell,4262,0.02%,TRBC2,2.526117076044497,0.23635750855542048,23
adrenal gland,endothelial cell,4262,1.91%,FLT1,3.121361251172608,0.36307896911459403,2665
adrenal gland,endothelial cell,4262,1.98%,LDB2,3.7044498023446017,0.48721262035770724,2751
adrenal gland,endothelial cell,4262,1.90%,EMCN,3.0346232773496595,0.3446133323422195,2644
adrenal gland,endothelial cell,4262,1.66%,PLVAP,2.7825480775717835,0.29094907350302474,2316
adrenal gland,endothelial cell,4262,1.60%,CALCRL,2.901802699341368,0.31633717552993007,2230
adrenal gland,endothelial cell,4262,1.41%,PTPRB,2.7465371890943877,0.28328271980387776,1960
adrenal gland,endothelial cell,4262,1.62%,EPAS1,2.746885802682522,0.28335693610855583,2260
adrenal gland,endothelial cell,4262,1.36%,KDR,2.7366344924967017,0.281174535921082,1895
adrenal gland,endothelial cell,4262,1.31%,ST6GALNAC3,3.090855609939759,0.356584626836505,1826
adrenal gland,endothelial cell,4262,1.73%,TGFBR2,2.7625285525562266,0.2866871192400935,2401
adrenal gland,endothelial cell,4262,1.43%,HSPG2,2.685358790832704,0.2702584579860737,1986
adrenal gland,endothelial cell,4262,1.38%,RAMP2,2.7998805914188836,0.29463899028279655,1917
adrenal gland,endothelial cell,4262,1.32%,EFNB2,2.7492532481317933,0.28386094128434985,1840
adrenal gland,endothelial cell,4262,1.48%,PRCP,2.648662641354572,0.2624462191552345,2056
adrenal gland,endothelial cell,4262,1.14%,CDH5,2.5194915598416823,0.23494700321112466,1587
adrenal gland,endothelial cell,4262,1.14%,CHRM3,3.3013250805311123,0.40139144701364,1591
adrenal gland,endothelial cell,4262,1.83%,A2M,2.9461714849867855,0.3257828409478472,2554
adrenal gland,endothelial cell,4262,1.28%,EGFL7,2.5913595591329965,0.25024697290121173,1782
adrenal gland,endothelial cell,4262,1.07%,KIAA1217,3.116592928457803,0.3620638414676792,1493
adrenal gland,endothelial cell,4262,1.01%,BTNL9,2.6952681742539313,0.27236806542592557,1399
adrenal gland,endothelial cell,4262,1.00%,ARHGAP29,2.6519797298434136,0.2631523937230403,1393
adrenal gland,endothelial cell,4262,1.18%,ENG,2.659596346241631,0.26477389426824655,1643
adrenal gland,endothelial cell,4262,1.04%,PTPRG,2.931872271568119,0.3227386831299722,1446
adrenal gland,endothelial cell,4262,1.11%,RASAL2,2.925945590614887,0.3214769527375662,1545
adrenal gland,endothelial cell,4262,1.32%,SEC14L1,2.6543654568024673,0.2636602908472442,1844
adrenal gland,endothelial cell,4262,0.28%,COL3A1,2.7780057110363923,0.289982049639858,395
adrenal gland,endothelial cell,4262,0.25%,COL1A2,2.7963692801339284,0.29389146764738117,343
adrenal gland,endothelial cell,4262,0.21%,COL1A1,2.7505424872978583,0.28413540725472025,286
adrenal gland,endothelial cell,4262,0.18%,DCN,2.8128631114959717,0.29740283741419155,256
adrenal gland,endothelial cell,4262,0.05%,LUM,2.7927195900364925,0.29311448556328784,76
adrenal gland,endothelial cell,4262,0.04%,GPC3,2.4779727333470394,0.2261080652526445,57
adrenal gland,endothelial cell,4262,0.12%,POSTN,2.498431211529356,0.23046346820223768,165
adrenal gland,endothelial cell,4262,0.59%,FSTL1,2.431781521333767,0.21627442370535754,817
adrenal gland,endothelial cell,4262,0.06%,MEST,2.306516154428546,0.1896066948724061,89
adrenal gland,endothelial cell,4262,2.11%,SPARC,3.0800591658506473,0.3542861731581918,2936
adrenal gland,endothelial cell,4262,0.05%,ISLR,2.3559318748680322,0.20012680162914628,74
adrenal gland,endothelial cell,4262,0.05%,OGN,2.4056226942274304,0.2107054741617246,63
adrenal gland,endothelial cell,4262,0.10%,CXCL12,2.4915191010161712,0.2289919498298174,143
adrenal gland,endothelial cell,4262,0.12%,COL5A2,2.3251350262413726,0.19357046424415608,163
adrenal gland,endothelial cell,4262,0.10%,COL5A1,2.369005246269972,0.20290999008811741,133
adrenal gland,endothelial cell,4262,0.04%,PCOLCE,2.4226898193359374,0.21433889236498663,60
adrenal gland,endothelial cell,4262,0.08%,PLAC9,2.209138416108631,0.16887595992116894,105
adrenal gland,endothelial cell,4262,0.22%,MGP,2.9299482865767046,0.32232908619749745,308
adrenal gland,endothelial cell,4262,0.35%,FBN1,2.42208001869929,0.21420907198109249,493
adrenal gland,endothelial cell,4262,0.06%,OLFML3,2.26754820192015,0.1813108121688052,77
adrenal gland,endothelial cell,4262,1.20%,SERPINH1,2.5777347250224016,0.24734638361279168,1674
adrenal gland,endothelial cell,4262,0.04%,COL12A1,2.3876419067382812,0.2068775464845849,50
adrenal gland,endothelial cell,4262,0.02%,CRABP2,2.405597852623981,0.21070018563576623,23
adrenal gland,endothelial cell,4262,0.05%,SULT1E1,2.431083910392992,0.21612590939642207,66
adrenal gland,endothelial cell,4262,0.02%,PRSS35,2.3473861694335936,0.19830750743121908,25
adrenal gland,endothelial cell,4262,0.04%,NRXN1,2.451950350674716,0.2205681633480911,55
adrenal gland,endothelial cell,4262,0.05%,NKAIN3,2.5442462497287326,0.24021702615171248,72
adrenal gland,endothelial cell,4262,0.02%,NRXN3,2.3108746928553425,0.19053458359173384,31
adrenal gland,endothelial cell,4262,0.25%,DST,2.4037113512976696,0.21029856859622856,354
adrenal gland,endothelial cell,4262,0.01%,PTPRZ1,2.341144016810826,0.19697861631318314,14
adrenal gland,endothelial cell,4262,0.12%,OLFML2A,2.243604008455454,0.1762133357136939,161
adrenal gland,endothelial cell,4262,0.09%,SLC35F1,2.5220710186918907,0.23549614389424067,121
adrenal gland,endothelial cell,4262,0.01%,GAS7,2.246584211077009,0.17684779068989667,14
adrenal gland,endothelial cell,4262,0.01%,PLP1,2.748377886685458,0.28367458569175136,11
adrenal gland,endothelial cell,4262,0.03%,LRRTM4,2.7940781756145197,0.2934037146829263,41
adrenal gland,endothelial cell,4262,1.19%,QKI,2.660312347136514,0.2649263236122913,1661
adrenal gland,endothelial cell,4262,0.12%,PCDH9,2.6026968258863303,0.2526605622511994,171
adrenal gland,endothelial cell,4262,0.01%,CDH19,2.4672086889093574,0.22381650913221152,11
adrenal gland,endothelial cell,4262,0.05%,SOX5,2.5425082936006436,0.2398470328814855,68
adrenal gland,endothelial cell,4262,0.21%,NLGN4X,2.7012356748148956,0.2736384858996922,287
adrenal gland,endothelial cell,4262,0.01%,MPZ,2.2640439813787285,0.1805647990809244,11
adrenal gland,endothelial cell,4262,0.01%,IL1RAPL1,2.3719408671061197,0.20353495405340866,15
adrenal gland,endothelial cell,4262,0.05%,SORCS1,2.7563157301682693,0.28536447223220424,65
adrenal gland,endothelial cell,4262,0.01%,NLGN1,2.523340352376302,0.23576637218902569,15
adrenal gland,endothelial cell,4262,0.01%,ZNF536,2.3233138190375433,0.19318274766246846,18
adrenal gland,endothelial cell,4262,1.58%,TIMP3,2.8423158545700455,0.3036730283304108,2195
adrenal gland,endothelial cell,4262,0.35%,PARD3B,2.6350998296970274,0.25955883381935424,492
adrenal gland,endothelial cell,4262,0.13%,VCAN,2.3968444492505943,0.20883667464869873,184
adrenal gland,endothelial cell,4262,0.03%,NAALADL2,2.3412489780159884,0.19700096149147467,43
adrenal gland,endothelial cell,4262,0.07%,RBFOX1,2.603985844826212,0.2529349813376442,98
adrenal gland,endothelial cell,4262,0.03%,RGS5_ENSG00000143248,2.4673329307919456,0.22384295897159182,42
adrenal gland,endothelial cell,4262,0.04%,STMN2,2.491640363420759,0.22901776536848603,56
adrenal gland,endothelial cell,4262,0.01%,CACNA2D3,2.3993473052978516,0.20936950737034535,10
adrenal gland,endothelial cell,4262,0.01%,CNTN1,2.5818796157836914,0.2482287889064106,16
adrenal gland,endothelial cell,4262,0.01%,KCNQ5,2.3959000327370386,0.20863561793117905,11
adrenal gland,endothelial cell,4262,0.04%,CNTNAP2,2.38362545437283,0.20602248442554535,54
adrenal gland,endothelial cell,4262,0.02%,DPP6,2.38533540205522,0.20638651498114993,22
adrenal gland,endothelial cell,4262,0.17%,MAP1B,2.2961548362316946,0.1874008750927488,239
adrenal gland,endothelial cell,4262,0.03%,CADM2,2.475521809345967,0.22558628833803873,37
adrenal gland,endothelial cell,4262,0.02%,SYT1,2.4266290375680635,0.21517751205870964,33
adrenal gland,endothelial cell,4262,1.16%,DLC1,2.642229309646823,0.2610766279448843,1621
adrenal gland,endothelial cell,4262,0.09%,CADM1,2.3578568715897816,0.20053661394876993,126
adrenal gland,endothelial cell,4262,0.04%,ALCAM,2.4096579716123383,0.2115645438768829,58
adrenal gland,endothelial cell,4262,1.21%,RBMS3,3.0740556025193224,0.3530080752855982,1682
adrenal gland,endothelial cell,4262,0.01%,LINGO2,2.6408736489035864,0.2607880214929712,11
adrenal gland,endothelial cell,4262,0.02%,UNC5C,2.5462122599283856,0.24063556982569406,30
adrenal gland,endothelial cell,4262,0.06%,CHGB,2.5104388955198687,0.23301978259688638,81
adrenal gland,endothelial cell,4262,0.01%,BMPR1B,2.36574125289917,0.20221511893357905,12
adrenal gland,endothelial cell,4262,0.05%,TENM3,2.4888885960434424,0.22843194194384248,66
adrenal gland,endothelial cell,4262,0.01%,EML5,2.360907963344029,0.20118616050387073,7
adrenal gland,endothelial cell,4262,0.12%,SEMA6D,2.421619865464868,0.21411111001458616,161
adrenal gland,endothelial cell,4262,0.01%,PLXNA4,2.5689468383789062,0.24547553148651508,12
adrenal gland,endothelial cell,4262,0.18%,SORBS2,2.3044037357453377,0.1891569823140412,248
adrenal gland,endothelial cell,4262,0.02%,CTNNA2,2.391996210271662,0.20780453363796483,22
adrenal gland,endothelial cell,4262,0.36%,FAM155A,2.885898166232639,0.31295126139710194,504
adrenal gland,endothelial cell,4262,0.03%,CHGA,2.5555108877328725,0.2426151535760552,39
adrenal gland,endothelial cell,4262,0.50%,CCSER1,2.869961412508941,0.30955848782144424,699
adrenal gland,endothelial cell,4262,0.02%,FGF14,2.570817674909319,0.24587381364954564,28
adrenal gland,endothelial cell,4262,0.01%,AGBL4,2.5601539611816406,0.243603616921849,10
